Gene	Chromosome	Start	End	Strand
SLC9A1	chr1	27098809	27166981	-
SLC9A2	chr2	102619553	102711355	+
SLC9A3	chr5	470456	524449	-
SLC9A3R1	chr17	74748628	74769353	+
SLC9A3R2	chr16	2025356	2039026	+
SLC9A4	chr2	102473226	102533972	+
SLC9A5	chr16	67246915	67272191	+
SLC9A6	chrX	135973841	136047269	+
SLC9A7	chrX	46599251	46759118	-
SLC9A8	chr20	49812713	49892242	+
SLC9A9	chr3	143265222	143848468	-
SLC9B1	chr4	102885048	103019719	-
SLC9B2	chr4	103019868	103077324	-
SLC9C1	chr3	112140898	112294227	-
SLC9C2	chr1	173500460	173603072	-
SLCO1A2	chr12	21264600	21419584	-
SLCO1B1	chr12	21131194	21239796	+
SLCO1B3	chr12	20810702	20916911	+
SLCO1B3-SLCO1B7	chr12	20815674	21090245	+
SLCO1C1	chr12	20695332	20753386	+
SLCO2A1	chr3	133932701	134029925	-
SLCO2B1	chr11	75100591	75206549	+
SLCO3A1	chr15	91853708	92172435	+
SLCO4A1	chr20	62642503	62672293	+
SLCO4C1	chr5	102233986	102296284	-
SLCO5A1	chr8	69667046	69834978	-
SLCO6A1	chr5	102371774	102499016	-
SLF1	chr5	94618669	94697621	+
SLF2	chr10	100912963	100965134	+
SLFN11	chr17	35350305	35373701	-
SLFN12	chr17	35411060	35433283	-
SLFN12L	chr17	35473689	35487857	-
SLFN13	chr17	35435096	35448785	-
SLFN14	chr17	35543985	35560819	-
SLFN5	chr17	35243071	35273655	+
SLFNL1	chr1	41015597	41023237	-
SLIRP	chr14	77708071	77761104	+
SLIT1	chr10	96998038	97185959	-
SLIT2	chr4	20251905	20620561	+
SLIT3	chr5	168661733	169301139	-
SLITRK1	chr13	83877205	83882474	-
SLITRK2	chrX	145817829	145829856	+
SLITRK3	chr3	165186720	165197109	-
SLITRK4	chrX	143622790	143636101	-
SLITRK5	chr13	87672615	87696272	+
SLITRK6	chr13	85792790	85806683	-
SLK	chr10	103967140	104029233	+
SLMAP	chr3	57756230	57930003	+
SLN	chr11	107707378	107719693	-
SLPI	chr20	45252239	45254564	-
SLTM	chr15	58879050	58933679	-
SLU7	chr5	160401641	160421711	-
SLURP1	chr8	142740949	142742406	-
SLURP2	chr8	142764338	142769828	-
SLX1A	chr16	30193875	30197561	+
SLX1B	chr16	29454501	29458219	+
SLX4	chr16	3581181	3611606	-
SLX4IP	chr20	10435305	10628030	+
SMAD1	chr4	145481194	145559176	+
SMAD2	chr18	47808957	47931146	-
SMAD3	chr15	67063763	67195169	+
SMAD4	chr18	51028394	51085045	+
SMAD5	chr5	136132845	136182734	+
SMAD6	chr15	66702236	66782849	+
SMAD7	chr18	48919853	48952052	-
SMAD9	chr13	36844831	36920238	-
SMAGP	chr12	51244558	51270415	-
SMAP1	chr6	70667776	70862011	+
SMAP2	chr1	40344850	40423326	+
SMARCA1	chrX	129446505	129523500	-
SMARCA2	chr9	1980290	2193624	+
SMARCA4	chr19	10960932	11079426	+
SMARCA5	chr4	143513702	143557486	+
SMARCAD1	chr4	94207611	94291292	+
SMARCAL1	chr2	216412414	216483053	+
SMARCB1	chr22	23786931	23838009	+
SMARCC1	chr3	47585269	47781893	-
SMARCC2	chr12	56162359	56189567	-
SMARCD1	chr12	50085200	50100707	+
SMARCD2	chr17	63832081	63843065	-
SMARCD3	chr7	151238780	151277896	-
SMARCE1	chr17	40624962	40648654	-
SMC1A	chrX	53374149	53422728	-
SMC1B	chr22	45344063	45413619	-
SMC2	chr9	104094260	104141419	+
SMC3	chr10	110567695	110606048	+
SMC4	chr3	160399274	160434953	+
SMC5	chr9	70258978	70354873	+
SMC6	chr2	17663812	17800242	-
SMCHD1	chr18	2655726	2805017	+
SMCO1	chr3	196506879	196515346	-
SMCO2	chr12	27466810	27502185	+
SMCO3	chr12	14804650	14814182	-
SMCO4	chr11	93478472	93543391	-
SMCP	chr1	152878322	152885047	+
SMCR8	chr17	18315293	18328056	+
SMDT1	chr22	42079700	42084284	+
SMG1	chr16	18804860	18926408	-
SMG5	chr1	156249224	156282825	-
SMG6	chr17	2059843	2303785	-
SMG7	chr1	183472478	183554193	+
SMG8	chr17	59209400	59215247	+
SMG9	chr19	43727983	43754962	-
SMIM1	chr1	3772655	3775982	+
SMIM10	chrX	134990991	134992473	+
SMIM10L1	chr12	11171194	11176016	+
SMIM10L2A	chrX	135421944	135428075	+
SMIM10L2B	chrX	135094985	135098712	-
SMIM11A	chr21	34375500	34402777	+
SMIM11B	chr21	7744971	7777853	+
SMIM12	chr1	34850362	34859755	-
SMIM13	chr6	11093834	11138733	+
SMIM14	chr4	39546336	39638902	-
SMIM15	chr5	61157704	61162468	-
SMIM17	chr19	56643159	56657247	+
SMIM18	chr8	30638580	30646064	+
SMIM19	chr8	42541155	42555195	+
SMIM2	chr13	44143150	44161257	-
SMIM20	chr4	25913906	25929874	+
SMIM21	chr18	75409476	75427703	-
SMIM22	chr16	4788397	4796491	+
SMIM23	chr5	171785817	171794598	+
SMIM24	chr19	3473986	3480525	-
SMIM26	chr20	18567347	18569563	+
SMIM27	chr9	32551144	32568621	+
SMIM28	chr6	138377905	138383486	+
SMIM29	chr6	34246381	34249108	-
SMIM3	chr5	150777946	150796734	+
SMIM30	chr7	113116718	113118560	-
SMIM31	chr4	164754064	164803795	+
SMIM32	chr5	136191468	136193162	-
SMIM33	chr5	139470778	139474772	+
SMIM34A	chr21	34418715	34423951	-
SMIM34B	chr21	7784482	7793954	-
SMIM35	chr11	118003634	118088299	-
SMIM36	chr17	55448433	55511444	-
SMIM38	chr11	69155478	69159752	+
SMIM39	chr2	131035092	131035262	+
SMIM4	chr3	52536602	52579237	+
SMIM40	chr6	33323628	33329279	-
SMIM41	chr12	52079704	52108255	+
SMIM5	chr17	75633434	75641404	+
SMIM6	chr17	75646243	75647975	+
SMIM7	chr19	16644745	16660157	-
SMIM8	chr6	87322583	87342329	+
SMIM9	chrX	154823348	154832671	-
SMKR1	chr7	129502531	129512918	+
SMLR1	chr6	130827406	130837135	+
SMN1	chr5	70925030	70953040	+
SMN2	chr5	70049638	70077595	+
SMNDC1	chr10	110290730	110304920	-
SMO	chr7	129188633	129213545	+
SMOC1	chr14	69879416	70032366	+
SMOC2	chr6	168441151	168667994	+
SMOX	chr20	4148779	4187747	+
SMPD1	chr11	6390446	6394998	+
SMPD2	chr6	109440724	109443919	+
SMPD3	chr16	68358327	68448508	-
SMPD4	chr2	130151392	130182750	-
SMPDL3A	chr6	122789049	122809720	+
SMPDL3B	chr1	27935000	27959152	+
SMPX	chrX	21705978	21758116	-
SMR3A	chr4	70360760	70367158	+
SMR3B	chr4	70370093	70390244	+
SMS	chrX	21940709	21994837	+
SMTN	chr22	31064105	31104624	+
SMTNL1	chr11	57542641	57550274	+
SMTNL2	chr17	4583999	4608319	+
SMU1	chr9	33041765	33076674	-
SMUG1	chr12	54180358	54188994	-
SMURF1	chr7	99027438	99144100	-
SMURF2	chr17	64542282	64662307	-
SMYD1	chr2	88067825	88113384	+
SMYD2	chr1	214281159	214337131	+
SMYD3	chr1	245749342	246507312	-
SMYD4	chr17	1779485	1830634	-
SMYD5	chr2	73214245	73227221	+
SNAI1	chr20	49982980	49988886	+
SNAI2	chr8	48917598	48921740	-
SNAI3	chr16	88677688	88686507	-
SNAP23	chr15	42491244	42545356	+
SNAP25	chr20	10218830	10307418	+
SNAP29	chr22	20859007	20891214	+
SNAP47	chr1	227728657	227781231	+
SNAP91	chr6	83552880	83709691	-
SNAPC1	chr14	61762420	61796428	+
SNAPC2	chr19	7920338	7923250	+
SNAPC3	chr9	15422704	15465832	+
SNAPC4	chr9	136375577	136400168	-
SNAPC5	chr15	66490135	66497762	-
SNAPIN	chr1	153658703	153661852	+
SNCA	chr4	89700345	89838315	-
SNCAIP	chr5	122311354	122464219	+
SNCB	chr5	176620082	176630556	-
SNCG	chr10	86958599	86963258	+
SND1	chr7	127652194	128092593	+
SNED1	chr2	240998618	241095568	+
SNF8	chr17	48929316	48944842	-
SNIP1	chr1	37534449	37554293	-
SNN	chr16	11668455	11679152	+
SNORC	chr2	232857270	232876406	+
SNPH	chr20	1266280	1309328	+
SNRK	chr3	43286512	43351143	+
SNRNP200	chr2	96274338	96321271	-
SNRNP25	chr16	53828	57669	+
SNRNP27	chr2	69893956	69905236	+
SNRNP35	chr12	123458139	123466936	+
SNRNP40	chr1	31259568	31296788	-
SNRNP48	chr6	7590198	7611967	+
SNRNP70	chr19	49085423	49108604	+
SNRPA	chr19	40750637	40765389	+
SNRPA1	chr15	101281510	101295255	-
SNRPB	chr20	2461634	2470853	-
SNRPB2	chr20	16729961	16742564	+
SNRPC	chr6	34757505	34773857	+
SNRPD1	chr18	21612314	21633520	+
SNRPD2	chr19	45687454	45692333	-
SNRPD3	chr22	24555999	24582052	+
SNRPE	chr1	203861599	203871152	+
SNRPF	chr12	95858928	95903828	+
SNRPG	chr2	70281362	70293740	-
SNRPN	chr15	24823647	24978723	+
SNTA1	chr20	33407957	33443763	-
SNTB1	chr8	120535745	120813273	-
SNTB2	chr16	69187129	69309052	+
SNTG1	chr8	49909789	50796692	+
SNTG2	chr2	950849	1367613	+
SNTN	chr3	63652675	63679020	+
SNU13	chr22	41673933	41690504	-
SNUPN	chr15	75598083	75626469	-
SNURF	chr15	24954986	24968829	+
SNW1	chr14	77717599	77761156	-
SNX1	chr15	64094123	64146090	+
SNX10	chr7	26291862	26374383	+
SNX11	chr17	48103357	48123601	+
SNX12	chrX	71056332	71073426	-
SNX13	chr7	17790761	17940494	-
SNX14	chr6	85505496	85594156	-
SNX15	chr11	65027439	65040572	+
SNX16	chr8	81799581	81842866	-
SNX17	chr2	27370496	27377535	+
SNX18	chr5	54517759	54546586	+
SNX19	chr11	130875436	130916509	-
SNX2	chr5	122775080	122834543	+
SNX20	chr16	50666300	50681353	-
SNX21	chr20	45833799	45843276	+
SNX22	chr15	64151731	64157481	+
SNX24	chr5	122845518	123009205	+
SNX25	chr4	185204237	185363971	+
SNX27	chr1	151612006	151699091	+
SNX29	chr16	11976734	12574287	+
SNX3	chr6	108211222	108261244	-
SNX30	chr9	112750760	112874987	+
SNX31	chr8	100572889	100663415	-
SNX32	chr11	65833963	65853701	+
SNX33	chr15	75647912	75662301	+
SNX4	chr3	125446650	125520202	-
SNX5	chr20	17941597	17968980	-
SNX6	chr14	34561093	34630160	-
SNX7	chr1	98661701	98760500	+
SNX8	chr7	2251770	2354318	-
SNX9	chr6	157700387	157945077	+
SOAT1	chr1	179293714	179358680	+
SOAT2	chr12	53103486	53124535	+
SOBP	chr6	107490117	107661306	+
SOCS1	chr16	11254408	11256204	-
SOCS2	chr12	93569814	93583487	+
SOCS3	chr17	78356778	78360077	-
SOCS4	chr14	55027230	55049489	+
SOCS5	chr2	46698952	46780244	+
SOCS6	chr18	70289045	70330199	+
SOCS7	chr17	38351844	38405593	+
SOD1	chr21	31659666	31668931	+
SOD2	chr6	159669069	159762529	-
SOD3	chr4	24789912	24800842	+
SOGA1	chr20	36777447	36863538	-
SOGA3	chr6	127472794	127519191	-
SOHLH1	chr9	135693407	135699528	-
SOHLH2	chr13	36168217	36214588	-
SON	chr21	33543038	33577481	+
SORBS1	chr10	95311771	95561414	-
SORBS2	chr4	185585444	185956652	-
SORBS3	chr8	22551695	22575788	+
SORCS1	chr10	106573663	107164534	-
SORCS2	chr4	7192538	7742836	+
SORCS3	chr10	104641290	105265242	+
SORD	chr15	45023147	45077185	+
SORL1	chr11	121452314	121633763	+
SORT1	chr1	109309568	109397918	-
SOS1	chr2	38981549	39124345	-
SOS2	chr14	50117130	50231578	-
SOST	chr17	43753738	43758791	-
SOSTDC1	chr7	16461481	16530580	-
SOWAHA	chr5	132813302	132816786	+
SOWAHB	chr4	76894152	76898144	-
SOWAHC	chr2	109614364	109618990	+
SOWAHD	chrX	119758588	119760202	+
SOX1	chr13	112067149	112071706	+
SOX10	chr22	37970686	37987422	-
SOX11	chr2	5692384	5701385	+
SOX12	chr20	325595	330224	+
SOX13	chr1	204073115	204127743	+
SOX14	chr3	137764315	137766334	+
SOX15	chr17	7588178	7590094	-
SOX17	chr8	54457935	54460892	+
SOX18	chr20	64047582	64049639	-
SOX2	chr3	181711925	181714436	+
SOX21	chr13	94709622	94712545	-
SOX3	chrX	140502985	140505069	-
SOX30	chr5	157625679	157671480	-
SOX4	chr6	21593751	21598619	+
SOX5	chr12	23529504	24562487	-
SOX6	chr11	15966449	16476388	-
SOX7	chr8	10723768	10730511	-
SOX8	chr16	981770	986979	+
SOX9	chr17	72121020	72126416	+
SP1	chr12	53380176	53416446	+
SP100	chr2	230415942	230545606	+
SP110	chr2	230165186	230225729	-
SP140	chr2	230203110	230313215	+
SP140L	chr2	230327184	230403732	+
SP2	chr17	47896150	47928957	+
SP3	chr2	173900773	173965702	-
SP4	chr7	21428043	21514822	+
SP5	chr2	170715337	170718078	+
SP6	chr17	47844908	47855874	-
SP7	chr12	53326575	53345315	-
SP8	chr7	20782283	20786886	-
SP9	chr2	174334954	174338500	+
SPA17	chr11	124673844	124697518	+
SPAAR	chr9	35909490	35911686	+
SPACA1	chr6	88047841	88066838	+
SPACA3	chr17	32970376	32997877	+
SPACA4	chr19	48606742	48607714	+
SPACA5	chrX	48004336	48009729	+
SPACA5B	chrX	48130657	48132613	+
SPACA6	chr19	51689128	51705190	+
SPACA7	chr13	112376355	112434689	+
SPACA9	chr9	132878027	132890201	+
SPAG1	chr8	100157906	100241904	+
SPAG11A	chr8	7847876	7868867	+
SPAG11B	chr8	7442684	7463674	-
SPAG16	chr2	213284379	214410501	+
SPAG17	chr1	117953590	118185228	-
SPAG4	chr20	35615829	35621094	+
SPAG5	chr17	28577574	28599025	-
SPAG6	chr10	22345445	22417610	+
SPAG7	chr17	4959226	4967817	-
SPAG8	chr9	35808045	35812272	-
SPAG9	chr17	50962174	51120868	-
SPAM1	chr7	123925237	123971414	+
SPANXA1	chrX	141583674	141585011	-
SPANXA2	chrX	141589708	141590762	+
SPANXB1	chrX	141002594	141003706	+
SPANXC	chrX	141241463	141242517	-
SPANXD	chrX	141697411	141698739	-
SPANXN1	chrX	145247503	145256208	+
SPANXN2	chrX	143711955	143721423	-
SPANXN3	chrX	143508735	143517475	-
SPANXN4	chrX	143025918	143034702	+
SPANXN5	chrX	52796144	52797427	-
SPARC	chr5	151661096	151686968	-
SPARCL1	chr4	87473335	87531061	-
SPART	chr13	36301638	36370180	-
SPAST	chr2	32063556	32157637	+
SPATA1	chr1	84506397	84554539	+
SPATA12	chr3	57060664	57075432	+
SPATA13	chr13	23979805	24307074	+
SPATA16	chr3	172889357	173141235	-
SPATA17	chr1	217631344	217871696	+
SPATA18	chr4	52051304	52097299	+
SPATA19	chr11	133840631	133845538	-
SPATA2	chr20	49903391	49915529	-
SPATA20	chr17	50547089	50555852	+
SPATA21	chr1	16387117	16437424	-
SPATA22	chr17	3440019	3513852	-
SPATA24	chr5	139396563	139404088	-
SPATA25	chr20	45886489	45887635	-
SPATA2L	chr16	89696357	89701705	-
SPATA3	chr2	230990324	231025055	+
SPATA31A1	chr9	39355669	39361962	+
SPATA31A3	chr9	66986304	66992583	-
SPATA31A5	chr9	60914407	60920653	+
SPATA31A6	chr9	42183659	42189887	+
SPATA31A7	chr9	61190003	61196280	+
SPATA31D1	chr9	81988772	81995253	+
SPATA31D3	chr9	81943586	81950038	+
SPATA31D4	chr9	81928514	81934948	+
SPATA31E1	chr9	87882877	87888903	+
SPATA32	chr17	45254393	45262094	-
SPATA33	chr16	89657802	89671267	+
SPATA4	chr4	176184579	176195585	-
SPATA45	chr1	212830141	212847649	-
SPATA46	chr1	162373203	162376854	-
SPATA48	chr7	50095883	50159256	+
SPATA5	chr4	122923070	123319433	+
SPATA5L1	chr15	45402336	45421415	+
SPATA6	chr1	48295373	48472208	-
SPATA6L	chr9	4600520	4666666	-
SPATA7	chr14	88384924	88470350	+
SPATA9	chr5	95658315	95682991	-
SPATC1	chr8	144012280	144047114	+
SPATC1L	chr21	46161148	46184476	-
SPATS1	chr6	44342650	44380179	+
SPATS2	chr12	49366584	49527425	+
SPATS2L	chr2	200305881	200482264	+
SPC24	chr19	11131520	11155808	-
SPC25	chr2	168870891	168913277	-
SPCS1	chr3	52704955	52711148	+
SPCS2	chr11	74949247	74979033	+
SPCS3	chr4	176319966	176332245	+
SPDEF	chr6	34537802	34556333	-
SPDL1	chr5	169583636	169604778	+
SPDYA	chr2	28810819	28850611	+
SPDYC	chr11	65170154	65173244	+
SPDYE1	chr7	43997897	44010122	+
SPDYE11	chr7	73048481	73057911	-
SPDYE13	chr7	75281243	75287121	+
SPDYE14	chr7	75309171	75315049	+
SPDYE15	chr7	75337138	75343016	+
SPDYE16	chr7	76531319	76541459	-
SPDYE17	chr7	77022925	77062552	-
SPDYE2	chr7	102551232	102562308	+
SPDYE21	chr7	67278714	67286664	+
SPDYE2B	chr7	102650325	102661398	+
SPDYE3	chr7	100307702	100322196	+
SPDYE4	chr17	8753106	8758559	-
SPDYE5	chr7	75493625	75504304	+
SPDYE6	chr7	102345746	102356444	-
SPDYE8	chr7	73020338	73029766	-
SPDYE9	chr7	73076591	73086038	-
SPECC1	chr17	20009363	20319026	+
SPECC1L	chr22	24270817	24417739	+
SPEF1	chr20	3777504	3781448	-
SPEF2	chr5	35617844	35814611	+
SPEG	chr2	219434843	219493629	+
SPEGNB	chr2	219496125	219498287	+
SPEM1	chr17	7420324	7421632	+
SPEM2	chr17	7425616	7427568	+
SPEM3	chr17	7428857	7432820	+
SPEN	chr1	15836095	15940456	+
SPESP1	chr15	68930525	68946811	+
SPG11	chr15	44562696	44663678	-
SPG21	chr15	64963022	64990310	-
SPG7	chr16	89490917	89557766	+
SPHK1	chr17	76376584	76387860	+
SPHK2	chr19	48619291	48630717	+
SPHKAP	chr2	227979955	228181687	-
SPI1	chr11	47354860	47378547	-
SPIB	chr19	50418938	50431314	+
SPIC	chr12	101475336	101486997	+
SPICE1	chr3	113442718	113515187	-
SPIDR	chr8	47260878	47736306	+
SPIN1	chr9	88388444	88478694	+
SPIN2A	chrX	57134530	57137625	-
SPIN2B	chrX	57118551	57121546	-
SPIN3	chrX	56990831	56995827	-
SPIN4	chrX	63347228	63351332	-
SPINDOC	chr11	63813456	63827716	+
SPINK1	chr5	147824568	147831786	-
SPINK13	chr5	148268180	148286255	+
SPINK14	chr5	148169733	148175398	+
SPINK2	chr4	56809861	56821742	-
SPINK4	chr9	33218365	33248567	+
SPINK5	chr5	148025683	148137382	+
SPINK6	chr5	148202794	148215137	+
SPINK7	chr5	148312423	148315919	+
SPINK8	chr3	48306842	48328341	-
SPINK9	chr5	148321203	148339852	+
SPINT1	chr15	40844018	40858207	+
SPINT2	chr19	38244035	38292615	+
SPINT3	chr20	45512461	45515622	-
SPINT4	chr20	45722347	45725830	+
SPIRE1	chr18	12446512	12658134	-
SPIRE2	chr16	89828475	89871319	+
SPN	chr16	29662979	29670876	+
SPNS1	chr16	28974221	28984548	+
SPNS2	chr17	4498881	4539035	+
SPNS3	chr17	4433940	4488204	+
SPO11	chr20	57329803	57343994	+
SPOCD1	chr1	31790422	31816051	-
SPOCK1	chr5	136975298	137499326	-
SPOCK2	chr10	72059034	72089032	-
SPOCK3	chr4	166733384	167234796	-
SPON1	chr11	13962723	14268133	+
SPON2	chr4	1166932	1208962	-
SPOP	chr17	49598884	49678163	-
SPOPL	chr2	138501770	138573547	+
SPOUT1	chr9	128819651	128829794	-
SPP1	chr4	87975650	87983426	+
SPP2	chr2	234050679	234077134	+
SPPL2A	chr15	50702266	50765706	-
SPPL2B	chr19	2328684	2355095	+
SPPL2C	chr17	45844881	45847067	+
SPPL3	chr12	120762510	120904358	-
SPR	chr2	72887408	72892158	+
SPRED1	chr15	38252836	38357249	+
SPRED2	chr2	65310851	65432637	-
SPRED3	chr19	38388421	38399587	+
SPRN	chr10	133420666	133424572	-
SPRR1A	chr1	152985231	152985500	+
SPRR1B	chr1	153031203	153032900	+
SPRR2A	chr1	153056120	153057512	-
SPRR2B	chr1	153070224	153070840	-
SPRR2D	chr1	153039732	153041931	-
SPRR2E	chr1	153093135	153106184	-
SPRR2F	chr1	153112121	153113516	-
SPRR2G	chr1	153149582	153150890	-
SPRR3	chr1	153001747	153003856	+
SPRR4	chr1	152970648	152972574	+
SPRR5	chr1	152947154	152949258	+
SPRTN	chr1	231337104	231355023	+
SPRY1	chr4	123396795	123403760	+
SPRY2	chr13	80335976	80341126	-
SPRY3	chrX	155612588	155782459	+
SPRY4	chr5	142310427	142325021	-
SPRYD3	chr12	53064316	53079390	-
SPRYD4	chr12	56468578	56479708	+
SPRYD7	chr13	49912702	49936490	-
SPSB1	chr1	9292894	9369532	+
SPSB2	chr12	6870935	6882287	-
SPSB3	chr16	1776712	1793700	-
SPSB4	chr3	141051347	141148611	+
SPTA1	chr1	158610704	158686715	-
SPTAN1	chr9	128552558	128633662	+
SPTB	chr14	64746283	64879907	-
SPTBN1	chr2	54456317	54671446	+
SPTBN2	chr11	66682497	66729226	-
SPTBN4	chr19	40466241	40576464	+
SPTBN5	chr15	41848146	41894053	-
SPTLC1	chr9	92031147	92115413	-
SPTLC2	chr14	77505997	77616637	-
SPTLC3	chr20	13008972	13169103	+
SPTSSA	chr14	34432788	34462240	-
SPTSSB	chr3	161344792	161372880	-
SPTY2D1	chr11	18606403	18634342	-
SPTY2D1OS	chr11	18599787	18609773	+
SPX	chr12	21526296	21532947	+
SPZ1	chr5	80319625	80321842	+
SQLE	chr8	124998497	125022283	+
SQOR	chr15	45631148	45691281	+
SQSTM1	chr5	179806408	179838078	+
SRA1	chr5	140537340	140558252	-
SRARP	chr1	16004236	16008807	+
SRBD1	chr2	45388680	45611267	-
SRC	chr20	37346140	37406050	+
SRCAP	chr16	30698209	30741409	+
SRCIN1	chr17	38530031	38605952	-
SRD5A1	chr5	6633440	6674386	+
SRD5A2	chr2	31522480	31580938	-
SRD5A3	chr4	55346242	55373100	+
SREBF1	chr17	17811356	17837011	-
SREBF2	chr22	41833079	41907307	+
SREK1	chr5	66139971	66183615	+
SREK1IP1	chr5	64718148	64768691	-
SRF	chr6	43171269	43181506	+
SRFBP1	chr5	121961975	122028633	+
SRGAP1	chr12	63844700	64162217	+
SRGAP2	chr1	206203345	206464443	+
SRGAP2B	chr1	144887265	145095528	-
SRGAP2C	chr1	121184975	121392874	+
SRGAP3	chr3	8980591	9249646	-
SRGN	chr10	69088103	69104805	+
SRI	chr7	88205115	88226993	-
SRL	chr16	4189374	4242080	-
SRM	chr1	11054589	11060018	-
SRMS	chr20	63540810	63547504	-
SRP14	chr15	40035690	40039181	-
SRP19	chr5	112861188	112893079	+
SRP54	chr14	34981957	35029567	+
SRP68	chr17	76038775	76072517	-
SRP72	chr4	56467617	56503681	+
SRP9	chr1	225777813	225790468	+
SRPK1	chr6	35832966	35921147	-
SRPK2	chr7	105116374	105389391	-
SRPK3	chrX	153776412	153785732	+
SRPRA	chr11	126262938	126268982	-
SRPRB	chr3	133784023	133821492	+
SRPX	chrX	38149336	38220924	-
SRPX2	chrX	100644195	100675788	+
SRR	chr17	2303383	2325260	+
SRRD	chr22	26483877	26494658	+
SRRM1	chr1	24641231	24673281	+
SRRM2	chr16	2752626	2771412	+
SRRM3	chr7	76201896	76287287	+
SRRM4	chr12	118981541	119163051	+
SRRM5	chr19	43596617	43614498	+
SRRT	chr7	100875103	100888664	+
SRSF1	chr17	58000919	58007273	-
SRSF10	chr1	23964347	23980356	-
SRSF11	chr1	70205682	70253052	+
SRSF12	chr6	89095959	89118071	-
SRSF2	chr17	76734115	76737333	-
SRSF3	chr6	36594362	36605600	+
SRSF4	chr1	29147743	29181900	-
SRSF5	chr14	69726900	69772005	+
SRSF6	chr20	43457893	43466046	+
SRSF7	chr2	38743599	38751494	-
SRSF8	chr11	95067197	95071224	+
SRSF9	chr12	120461672	120469748	-
SRXN1	chr20	646615	653200	-
SRY	chrY	2786855	2787682	-
SS18	chr18	26016253	26091217	-
SS18L1	chr20	62143769	62182514	+
SS18L2	chr3	42581840	42596934	+
SSB	chr2	169791933	169812064	+
SSBP1	chr7	141738334	141787922	+
SSBP2	chr5	81413021	81751253	-
SSBP3	chr1	54225433	54413479	-
SSBP4	chr19	18418864	18434562	+
SSC4D	chr7	76389337	76409697	-
SSC5D	chr19	55488404	55519099	+
SSH1	chr12	108778191	108857590	-
SSH2	chr17	29625938	29930276	-
SSH3	chr11	67303478	67312605	+
SSMEM1	chr7	130206344	130216844	+
SSNA1	chr9	137188676	137190370	+
SSPN	chr12	26121991	26252920	+
SSR1	chr6	7268306	7313220	-
SSR2	chr1	156009048	156020951	-
SSR3	chr3	156539553	156555149	-
SSR4	chrX	153793516	153798499	+
SSRP1	chr11	57325988	57335892	-
SST	chr3	187668912	187670394	-
SSTR1	chr14	38207904	38213067	+
SSTR2	chr17	73165010	73176633	+
SSTR3	chr22	37204237	37212477	-
SSTR4	chr20	23035312	23039237	+
SSTR5	chr16	1078781	1080142	+
SSU72	chr1	1541673	1574863	-
SSU72P2	chr11	4242056	4242640	-
SSU72P3	chr11	4329865	4330449	+
SSU72P4	chr11	4287499	4288083	-
SSU72P5	chr11	4233288	4233872	+
SSU72P7	chr11	4338660	4339244	-
SSU72P8	chr7	124476371	124476955	+
SSUH2	chr3	8619400	8682071	-
SSX1	chrX	48255317	48267444	+
SSX2	chrX	52696896	52707189	-
SSX2B	chrX	52751132	52790305	+
SSX2IP	chr1	84643707	84690803	-
SSX3	chrX	48346427	48356707	-
SSX4	chrX	48383516	48393347	+
SSX4B	chrX	48402078	48411910	-
SSX5	chrX	48186220	48196763	-
SSX7	chrX	52644061	52654900	-
ST13	chr22	40824535	40856639	-
ST14	chr11	130159782	130210362	+
ST18	chr8	52110839	52409805	-
ST20	chr15	79898840	79923702	-
ST20-MTHFS	chr15	79845150	79923754	-
ST3GAL1	chr8	133454848	133571940	-
ST3GAL2	chr16	70375977	70439100	-
ST3GAL3	chr1	43707527	43931165	+
ST3GAL4	chr11	126355660	126414641	+
ST3GAL5	chr2	85837120	85905199	-
ST3GAL6	chr3	98732236	98795845	+
ST6GAL1	chr3	186930526	187078553	+
ST6GAL2	chr2	106801600	106887108	-
ST6GALNAC1	chr17	76624763	76643757	-
ST6GALNAC2	chr17	76565377	76585860	-
ST6GALNAC3	chr1	76074746	76634603	+
ST6GALNAC4	chr9	127907886	127917041	-
ST6GALNAC5	chr1	76867480	77067546	+
ST6GALNAC6	chr9	127885321	127905348	-
ST7	chr7	116953238	117230103	+
ST7L	chr1	112523514	112619189	-
ST8SIA1	chr12	22193391	22336200	-
ST8SIA2	chr15	92393881	92468728	+
ST8SIA3	chr18	57352557	57371731	+
ST8SIA4	chr5	100806933	100903282	-
ST8SIA5	chr18	46667821	46757053	-
ST8SIA6	chr10	17315421	17454595	-
STAB1	chr3	52495338	52524495	+
STAB2	chr12	103587273	103766719	+
STAC	chr3	36380344	36548007	+
STAC2	chr17	39210541	39225945	-
STAC3	chr12	57243453	57251188	-
STAG1	chr3	136336236	136752403	-
STAG2	chrX	123960212	124102656	+
STAG3	chr7	100177563	100214387	+
STAM	chr10	17644151	17716824	+
STAM2	chr2	152116801	152175763	-
STAMBP	chr2	73828916	73873633	+
STAMBPL1	chr10	88879734	88975153	+
STAP1	chr4	67558727	67607337	+
STAP2	chr19	4324043	4338827	-
STAR	chr8	38142700	38150952	-
STARD10	chr11	72754729	72793681	-
STARD13	chr13	33103137	33350630	-
STARD3	chr17	39637141	39664201	+
STARD3NL	chr7	38178222	38230671	+
STARD4	chr5	111496033	111512590	-
